dataset_name,quality_label,num_rows,num_columns,severity_score,missing_percentage,imbalance_ratio,dataset_size,sparsity_score,aspect_ratio,log_rows,log_columns,severity_per_1k_rows,imbalance_severity,missing_severity,quality_risk
DailyDelhiClimateTrain.csv,Good,1462,5,16,0.0,,7310,0.0,243.66666666666666,7.288244401020124,1.791759469228055,6.498781478472787,0.0,0.0,19.7
data_science_job_posts_2025 (2).csv,Good,944,13,20,27.12,,12272,0.2712,67.42857142857143,6.851184927493743,2.6390573296152584,10.2880658436214,0.0,5.4239999999999995,29.636
data_science_job_posts_2025.csv,Good,944,13,20,27.12,,12272,0.2712,67.42857142857143,6.851184927493743,2.6390573296152584,10.2880658436214,0.0,5.4239999999999995,29.636
data_science_student_marks.csv,Good,497,8,0,0.0,,3976,0.0,55.22222222222222,6.210600077024653,2.1972245773362196,0.0,0.0,0.0,12.5
detailed_matches_overview.csv,Good,34,10,16,0.0,,340,0.0,3.090909090909091,3.5553480614894135,2.3978952727983707,15.473887814313345,0.0,0.0,19.7
dfall_clean.csv,Bad,4000,20,75,78.85,,80000,0.7885,190.47619047619048,8.294299608857235,3.044522437723423,15.0,0.0,59.1375,69.905
diabetes.csv,Bad,768,9,37,0.0,0.651,6912,0.0,76.8,6.645090969505644,2.302585092994046,20.92760180995475,24.087,0.0,32.925
diabetes_dataset.csv,Bad,100000,31,37,0.0,,3100000,0.0,3125.0,11.51293546492023,3.4657359027997265,0.36633663366336633,0.0,0.0,29.15
diamonds.csv,Bad,53940,10,37,0.0,,539400,0.0,4903.636363636364,10.895646135639412,2.3978952727983707,0.6734619585001821,0.0,0.0,29.15
digit.csv,Bad,42000,785,45,0.0,0.112,32970000,0.0,53.43511450381679,10.645448706505872,6.666956792429207,1.0465116279069768,5.04,0.0,23.05
dirty_v3_path.csv,Bad,30000,20,47,15.0,,600000,0.15,1428.5714285714287,10.308985993422082,3.044522437723423,1.5161290322580645,0.0,7.05,38.15
disney_plus_shows.csv,Bad,992,19,40,70.56,,18848,0.7056,49.6,6.900730664045173,2.995732273553991,20.080321285140563,0.0,28.224,51.668
earthquake_alert_balanced_dataset.csv,Good,1300,6,21,0.0,,7800,0.0,185.71428571428572,7.170888478512505,1.9459101490553132,9.130434782608697,0.0,0.0,21.95
earthquake_data_tsunami.csv,Bad,782,13,37,0.0,,10166,0.0,55.857142857142854,6.663132695990803,2.6390573296152584,20.763187429854096,0.0,0.0,29.15
economy_data.csv,Good,224,8,16,0.0,,1792,0.0,24.88888888888889,5.41610040220442,2.1972245773362196,13.071895424836601,0.0,0.0,19.7
educational_attainment_supplementary_data.csv,Bad,79055,29,75,100.0,,2292595,1.0,2635.1666666666665,11.277911741085532,3.4011973816621555,0.9368559115608018,0.0,75.0,76.25
Electric_Production.csv,Good,397,2,0,0.0,,794,0.0,132.33333333333334,5.986452005284438,1.0986122886681098,0.0,0.0,0.0,12.5
Electric_Vehicle_Population_Data (1).csv,Bad,261698,17,35,0.24,,4448866,0.0024,14538.777777777777,12.474950267341658,2.8903717578961645,0.13323283770717706,0.0,0.084,28.321999999999996
f1_dnf.csv,Bad,10000,31,47,10.18,,310000,0.1018,312.5,9.210440366976517,3.4657359027997265,4.2727272727272725,0.0,4.7846,36.704
Fertilizer Prediction.csv,Good,99,9,16,0.0,,891,0.0,9.9,4.605170185988092,2.302585092994046,14.558689717925388,0.0,0.0,19.7
Final_data.csv,Good,20000,54,31,0.0,,1080000,0.0,363.6363636363636,9.90353755128617,4.007333185232471,1.4761904761904763,0.0,0.0,26.45
Fish.csv,Good,159,7,21,0.0,,1113,0.0,19.875,5.075173815233827,2.0794415416798357,18.1190681622088,0.0,0.0,21.95
fitness_and_workout_dataset.csv,Good,2598,10,16,0.15,,25980,0.0015,236.1818181818182,7.8628820346414905,2.3978952727983707,4.446914952751529,0.0,0.024,19.745
focus.csv,Good,5454,7,21,0.0,,38178,0.0,681.75,8.604287898267172,2.0794415416798357,3.2537960954446854,0.0,0.0,21.95
Food_Costs.csv,Bad,92,14,45,1.09,,1288,0.0109,6.133333333333334,4.532599493153256,2.70805020110221,41.208791208791204,0.0,0.49050000000000005,33.077
Foodpanda Analysis Dataset.csv,Good,6000,20,0,0.0,,120000,0.0,285.7142857142857,8.699681400989514,3.044522437723423,0.0,0.0,0.0,12.5
ford.csv,Bad,17965,9,37,0.0,,161685,0.0,1796.5,9.796236361789152,2.302585092994046,1.95096229897179,0.0,0.0,29.15
games.csv,Good,20058,16,31,0.0,,320928,0.0,1179.8823529411766,9.906433209824698,2.833213344056216,1.4721246082249027,0.0,0.0,26.45
GDP_1975_2025_uploaded.csv,Bad,205,52,65,29.76,,10660,0.29760000000000003,3.8679245283018866,5.327876168789581,3.970291913552122,53.941908713692946,0.0,19.344,50.678
Generative AI Tools - Platforms 2025.csv,Good,113,22,30,0.0,,2486,0.0,4.913043478260869,4.736198448394496,3.1354942159291497,26.954177897574123,0.0,0.0,26.0
generative_ai_misinformation_dataset.csv,Good,500,31,10,0.0,,15500,0.0,15.625,6.2166061010848646,3.4657359027997265,6.666666666666667,0.0,0.0,17.0
Global finance data.csv,Bad,39,26,45,0.0,,1014,0.0,1.4444444444444444,3.6888794541139363,3.295836866004329,43.31087584215592,0.0,0.0,32.75
global_climate_events_economic_impact_2020_2025.csv,Bad,3000,20,45,0.0,,60000,0.0,142.85714285714286,8.006700845440367,3.044522437723423,11.25,0.0,0.0,32.75
global_house_purchase_dataset.csv,Bad,200000,25,35,0.0,,5000000,0.0,7692.307692307692,12.206077645517674,3.258096538021482,0.17412935323383086,0.0,0.0,28.25
Gold-Silver-GeopoliticalRisk_HistoricalData.csv,Bad,10571,15,75,99.9,,158565,0.9990000000000001,660.6875,9.26596427572418,2.772588722239781,6.481721545242417,0.0,74.925,76.22
googleplaystore.csv,Bad,10841,13,26,13.6,,140933,0.136,774.3571428571429,9.291182759820284,2.6390573296152584,2.195760493201588,0.0,3.5359999999999996,28.28
googleplaystore_user_reviews.csv,Bad,64295,5,40,41.79,,321475,0.4179,10715.833333333334,11.071252699892554,1.791759469228055,0.6126043341756643,0.0,16.715999999999998,43.037
GTA Vice_City.csv,Bad,52099,16,35,0.57,,833584,0.005699999999999999,3064.6470588235293,10.860920227741458,2.833213344056216,0.6591461232791579,0.0,0.19949999999999998,28.421
gymshark_products.csv,Bad,44831,10,46,100.0,,448310,1.0,4075.5454545454545,10.710677449136734,2.3978952727983707,1.003687460452532,0.0,46.0,63.2
HAM10000_metadata.csv,Good,10015,7,10,0.57,,70105,0.005699999999999999,1251.875,9.211939093339879,2.0794415416798357,0.9078529278256922,0.0,0.056999999999999995,17.171
Happiness.csv,Good,156,9,21,0.0,,1404,0.0,15.6,5.056245805348308,2.302585092994046,18.166089965397926,0.0,0.0,21.95
health_lifestyle_dataset.csv,Good,100000,16,6,0.0,,1600000,0.0,5882.35294117647,11.51293546492023,2.833213344056216,0.0594059405940594,0.0,0.0,15.2
healthcare-dataset-stroke-data.csv,Good,5110,12,22,3.93,,61320,0.0393,393.0769230769231,8.53915035876828,2.5649493574615367,3.6006546644844515,0.0,0.8646,23.579
heart_disease_uci.csv,Bad,920,16,51,66.41,,14720,0.6640999999999999,54.11764705882353,6.825460036255307,2.833213344056216,26.5625,0.0,33.869099999999996,55.373000000000005
high_diamond_ranked_10min.csv,Bad,9879,40,45,0.0,,395160,0.0,240.9512195121951,9.198267790741914,3.713572066704308,4.136409596470264,0.0,0.0,32.75
hotel_bookings.csv,Bad,119390,32,65,94.31,,3820480,0.9431,3617.878787878788,11.690159100215237,3.4965075614664802,0.5399119528200017,0.0,61.301500000000004,70.043
housing.csv,Bad,20640,10,37,1.0,0.443,206400,0.01,1876.3636363636363,9.935034668034257,2.3978952727983707,1.709796672828096,16.391000000000002,0.37,28.025
HR_comma_sep.csv,Good,14999,10,22,0.0,,149990,0.0,1363.5454545454545,9.615805480084347,2.3978952727983707,1.3750859428714295,0.0,0.0,22.4
hyundi.csv,Bad,4860,9,37,0.0,,43740,0.0,486.0,8.488999457045455,2.302585092994046,6.313993174061433,0.0,0.0,29.15
ice_core_co2.csv,Good,193,8,16,0.0,,1544,0.0,21.444444444444443,5.267858159063328,2.1972245773362196,13.411567476948868,0.0,0.0,19.7
insurance.csv,Good,1338,7,16,0.0,,9366,0.0,167.25,7.199678345691172,2.0794415416798357,6.8434559452523525,0.0,0.0,19.7
Iris.csv,Good,150,6,10,0.0,0.333,900,0.0,21.428571428571427,5.017279836814924,1.9459101490553132,8.695652173913045,3.33,0.0,12.825000000000001
labeled_data.csv,Good,24783,6,16,0.0,,148698,0.0,3540.4285714285716,10.11795356265665,1.9459101490553132,0.6205639374781833,0.0,0.0,19.7
laptop_price.csv,Good,1303,13,16,0.0,,16939,0.0,93.07142857142857,7.1731917424865985,2.6390573296152584,6.947459834997829,0.0,0.0,19.7
loan_approval.csv,Good,2000,8,0,0.0,,16000,0.0,222.22222222222223,7.601402334583733,2.1972245773362196,0.0,0.0,0.0,12.5
Mall_Customers.csv,Good,200,5,10,0.0,,1000,0.0,33.333333333333336,5.303304908059076,1.791759469228055,8.333333333333334,0.0,0.0,17.0
marketing_campaign.csv,Good,2240,1,0,0.0,,2240,0.0,1120.0,7.714677473800927,0.6931471805599453,0.0,0.0,0.0,12.5
master.csv,Bad,27820,12,57,69.94,,333840,0.6994,2140.0,10.233546410194464,2.5649493574615367,1.977793199167245,0.0,39.8658,59.132
medical_insurance.csv,Bad,100000,54,40,30.08,,5400000,0.30079999999999996,1818.1818181818182,11.51293546492023,4.007333185232471,0.39603960396039606,0.0,12.031999999999998,39.524
meets.csv,Good,8482,8,30,35.2,,67856,0.35200000000000004,942.4444444444445,9.045819439807735,2.1972245773362196,3.1638894747943476,0.0,10.56,36.56
melb_data.csv,Bad,13580,21,75,47.5,,285180,0.475,617.2727272727273,9.516427036104067,3.091042453358316,5.1440329218107,0.0,35.625,60.5
Mental_Health_and_Social_Media_Balance_Dataset.csv,Good,500,10,10,0.0,,5000,0.0,45.45454545454545,6.2166061010848646,2.3978952727983707,6.666666666666667,0.0,0.0,17.0
merc.csv,Bad,13119,9,45,0.0,,118071,0.0,1311.9,9.48189306249808,2.302585092994046,3.1871945605212835,0.0,0.0,32.75
mobile_test.csv,Good,1000,21,16,0.0,,21000,0.0,45.45454545454545,6.90875477931522,3.091042453358316,8.0,0.0,0.0,19.7
mobile_train.csv,Good,2000,21,16,0.0,,42000,0.0,90.9090909090909,7.601402334583733,3.091042453358316,5.333333333333333,0.0,0.0,19.7
mushrooms.csv,Good,8124,23,0,0.0,,186852,0.0,338.5,9.002701007197938,3.1780538303479458,0.0,0.0,0.0,12.5
My shop 2.csv,Good,107,10,16,0.0,,1070,0.0,9.727272727272727,4.68213122712422,2.3978952727983707,14.453477868112016,0.0,0.0,19.7
netflix_titles.csv,Bad,8807,12,36,29.91,0.696,105684,0.2991,677.4615384615385,9.083415678402515,2.5649493574615367,3.6708473539308657,25.055999999999997,10.7676,42.57299999999999
NQ_in_15_minute.csv,Good,6739,7,16,0.0,,47173,0.0,842.375,8.815815203906352,2.0794415416798357,2.0674505750096914,0.0,0.0,19.7
NQ_in_1_hour.csv,Good,10504,7,16,0.0,,73528,0.0,1313.0,9.2596066132791,2.0794415416798357,1.3908205841446455,0.0,0.0,19.7
NQ_in_1_minute.csv,Good,6554,7,16,0.0,,45878,0.0,819.25,8.7879833961978,2.0794415416798357,2.1180831347630393,0.0,0.0,19.7
NQ_in_2_hour.csv,Good,5479,7,16,0.0,,38353,0.0,684.875,8.608860379942062,2.0794415416798357,2.4695169007562896,0.0,0.0,19.7
NQ_in_30_minute.csv,Good,9165,7,21,0.0,,64155,0.0,1145.625,9.123256265069069,2.0794415416798357,2.0659124446630597,0.0,0.0,21.95
NQ_in_3_hour.csv,Good,5712,7,16,0.0,,39984,0.0,714.0,8.650499558724462,2.0794415416798357,2.3837902264600714,0.0,0.0,19.7
NQ_in_3_minute.csv,Good,6786,7,16,0.0,,47502,0.0,848.25,8.822764296703758,2.0794415416798357,2.0549704597996405,0.0,0.0,19.7
NQ_in_45_minute.csv,Good,6179,7,21,0.0,,43253,0.0,772.375,8.729073550451737,2.0794415416798357,2.9251984956122024,0.0,0.0,21.95
NQ_in_4_hour.csv,Good,5817,7,16,0.0,,40719,0.0,727.125,8.668711839055147,2.0794415416798357,2.3470734927387413,0.0,0.0,19.7
NQ_in_5_minute.csv,Good,5452,7,21,0.0,,38164,0.0,681.5,8.60392119492606,2.0794415416798357,3.254804711717297,0.0,0.0,21.95
NQ_in_daily.csv,Good,6648,7,27,0.0,,46536,0.0,831.0,8.802221746402456,2.0794415416798357,3.530334728033473,0.0,0.0,24.65
NQ_in_monthly.csv,Good,317,7,27,0.0,,2219,0.0,39.625,5.762051382780177,2.0794415416798357,20.50113895216401,0.0,0.0,24.65
NQ_in_weekly.csv,Good,1372,7,27,0.0,,9604,0.0,171.5,7.224753405767971,2.0794415416798357,11.382799325463743,0.0,0.0,24.65
nvidia_1second.csv,Bad,1108,9,57,100.0,,9972,1.0,110.8,7.011213987350367,2.302585092994046,27.039848197343453,0.0,57.0,68.15
nvidia_daily.csv,Good,922,9,30,100.0,,8298,1.0,92.2,6.827629234502852,2.302585092994046,15.608740894901143,0.0,30.0,56.0
nvidia_hourly.csv,Good,1967,9,30,100.0,,17703,1.0,196.7,7.584773077612199,2.302585092994046,10.111223458038422,0.0,30.0,56.0
nvidia_monthly.csv,Bad,322,9,57,100.0,,2898,1.0,32.2,5.777652323222656,2.302585092994046,43.11649016641452,0.0,57.0,68.15
nvidia_weekly.csv,Bad,922,9,57,100.0,,8298,1.0,92.2,6.827629234502852,2.302585092994046,29.656607700312172,0.0,57.0,68.15
ObesityDataSet.csv,Good,2111,17,21,0.0,,35887,0.0,117.27777777777777,7.655390644826152,2.8903717578961645,6.750241080038572,0.0,0.0,21.95
olist_customers_dataset.csv,Good,99441,5,0,0.0,,497205,0.0,16573.5,11.50732983861307,1.791759469228055,0.0,0.0,0.0,12.5
olist_geolocation_dataset.csv,Good,1000163,5,16,0.0,,5000815,0.0,166693.83333333334,13.815674544517744,1.791759469228055,0.015981413615964633,0.0,0.0,19.7
olist_order_items_dataset.csv,Good,112650,7,16,0.0,,788550,0.0,14081.25,11.632049822873809,2.0794415416798357,0.14078310602727673,0.0,0.0,19.7
olist_order_payments_dataset.csv,Good,103886,5,16,0.0,,519430,0.0,17314.333333333332,11.551059048951132,1.791759469228055,0.15254657437598917,0.0,0.0,19.7
olist_order_reviews_dataset.csv,Bad,99224,7,46,88.34,,694568,0.8834000000000001,12403.0,11.505145277651266,2.0794415416798357,0.4589719029374202,0.0,40.6364,59.702
olist_orders_dataset.csv,Good,99441,8,0,2.98,,795528,0.0298,11049.0,11.50732983861307,2.1972245773362196,0.0,0.0,0.0,13.394
olist_products_dataset.csv,Bad,32951,9,45,1.85,,296559,0.018500000000000003,3295.1,10.402807236115917,2.302585092994046,1.3254396041353715,0.0,0.8325,33.305
olist_sellers_dataset.csv,Good,3095,4,0,0.0,,12380,0.0,619.0,8.037866234709618,1.6094379124341003,0.0,0.0,0.0,12.5
online_gaming_insights.csv,Good,40034,13,6,0.0,,520442,0.0,2859.5714285714284,10.597509350506733,2.6390573296152584,0.14622020763269483,0.0,0.0,15.2
online_shoppers_intention.csv,Bad,12330,18,45,0.0,,221940,0.0,648.9473684210526,9.41987169587053,2.9444389791664403,3.3758439609902475,0.0,0.0,32.75
openpowerlifting.csv,Bad,386414,17,75,99.68,,6569038,0.9968,21467.444444444445,12.864667200442804,2.8903717578961645,0.1935913518871285,0.0,74.76,76.154
patients.csv,Good,1000,7,0,0.0,,7000,0.0,125.0,6.90875477931522,2.0794415416798357,0.0,0.0,0.0,12.5
performance_data.csv,Bad,880,17,35,0.0,,14960,0.0,48.888888888888886,6.78105762593618,2.8903717578961645,18.617021276595747,0.0,0.0,28.25
Phishing_Legitimate_full.csv,Bad,10000,50,45,0.0,,500000,0.0,196.07843137254903,9.210440366976517,3.9318256327243257,4.090909090909091,0.0,0.0,32.75
player_data.csv,Good,4550,9,20,6.64,0.346,40950,0.0664,455.0,8.423102268016642,2.302585092994046,3.6036036036036037,6.92,1.3279999999999998,19.642
pokemon.csv,Bad,801,41,75,47.94,,32841,0.4794,19.071428571428573,6.687108607866515,3.7376696182833684,41.6435313714603,0.0,35.955,60.632
population_data.csv,Bad,233,12,37,9.87,,2796,0.0987,17.923076923076923,5.455321115357702,2.5649493574615367,30.0081103000811,0.0,3.6519,32.111
Post-COVID_Conditions.csv,Bad,18639,16,57,90.17,,298224,0.9017000000000001,1096.4117647058824,9.833065088239582,2.833213344056216,2.9023881053006773,0.0,51.3969,65.201
problem_heatmap.csv,Good,162,7,30,97.53,,1134,0.9753000000000001,20.25,5.093750200806762,2.0794415416798357,25.817555938037867,0.0,29.259,55.259
product_category_name_translation.csv,Good,71,2,0,0.0,,142,0.0,23.666666666666668,4.276666119016055,1.0986122886681098,0.0,0.0,0.0,12.5
products.csv,Good,89,5,0,0.0,,445,0.0,14.833333333333334,4.499809670330265,1.791759469228055,0.0,0.0,0.0,12.5
pulsar_data_test.csv,Bad,5370,9,75,100.0,,48330,1.0,537.0,8.58876938990546,2.302585092994046,11.773940345368917,0.0,75.0,76.25
pulsar_data_train.csv,Bad,12528,9,55,13.85,,112752,0.13849999999999998,1252.8,9.435801236245553,2.302585092994046,4.065641632170314,0.0,7.6175,41.405
quality_matrix.csv,Bad,198,16,75,91.92,,3168,0.9192,11.647058823529411,5.293304824724492,2.833213344056216,62.60434056761269,0.0,68.94,73.826
ramen-ratings.csv,Good,2580,7,30,98.41,,18060,0.9841,322.5,7.855932199718614,2.0794415416798357,8.379888268156424,0.0,29.522999999999996,55.522999999999996
Report_Card_Discipline_for_2022-23.csv,Bad,454055,29,36,22.01,,13167595,0.22010000000000002,15135.166666666666,13.025975817434365,3.4011973816621555,0.07911131621452351,0.0,7.9236,35.303
Reviews.csv,Good,568454,10,27,0.0,,5684540,0.0,51677.63636363636,13.25067743336693,2.3978952727983707,0.04741383851900242,0.0,0.0,24.65
RoadAccidents.csv,Good,172585,2,10,0.0,,345170,0.0,57528.333333333336,12.058650941943066,1.0986122886681098,0.057608664343117205,0.0,0.0,17.0
sales.csv,Good,1040200,5,0,0.0,,5201000,0.0,173366.66666666666,13.854924521674233,1.791759469228055,0.0,0.0,0.0,12.5
sales_data_sample.csv,Bad,2823,25,46,89.3,,70575,0.893,108.57692307692308,7.945909598613133,3.258096538021482,12.032435260266807,0.0,41.078,59.989999999999995
samiwatches.csv,Bad,1670,42,75,58.26,,70140,0.5826,38.83720930232558,7.421177528595393,3.7612001156935624,28.08988764044944,0.0,43.695,63.728
school_and_country_table.csv,Good,818,2,0,0.0,,1636,0.0,272.6666666666667,6.70808408385307,1.0986122886681098,0.0,0.0,0.0,12.5
ScreenTime vs MentalWellness.csv,Bad,400,15,37,0.0,,6000,0.0,25.0,5.993961427306569,2.772588722239781,26.42857142857143,0.0,0.0,29.15
SeoulBikeData.csv,Good,8760,14,22,0.0,,122640,0.0,584.0,9.078065332666364,2.70805020110221,2.2540983606557377,0.0,0.0,22.4
services_weekly.csv,Good,208,10,21,0.0,,2080,0.0,18.90909090909091,5.342334251964811,2.3978952727983707,17.3841059602649,0.0,0.0,21.95
shopping_behavior_updated.csv,Good,3900,18,0,0.0,,70200,0.0,205.26315789473685,8.268988209506656,2.9444389791664403,0.0,0.0,0.0,12.5
skoda.csv,Good,6267,9,27,0.0,,56403,0.0,626.7,8.74321260347591,2.302585092994046,3.7154258978945918,0.0,0.0,24.65
Sleep_health_and_lifestyle_dataset.csv,Bad,374,13,46,58.56,,4862,0.5856,26.714285714285715,5.926926025970411,2.6390573296152584,33.47889374090247,0.0,26.937600000000003,50.768
spam.csv,Good,5572,2,0,0.0,,11144,0.0,1857.3333333333333,8.625688787569537,1.0986122886681098,0.0,0.0,0.0,12.5
spotify_churn_dataset.csv,Good,8000,12,16,0.0,,96000,0.0,615.3846153846154,8.987321812850125,2.5649493574615367,1.7777777777777777,0.0,0.0,19.7
SpotifyFeatures.csv,Bad,232725,18,37,0.0,,4189050,0.0,12248.684210526315,12.35761707489242,2.9444389791664403,0.15830570114450743,0.0,0.0,29.15
startup data.csv,Bad,923,47,75,63.71,,43381,0.6371,19.229166666666668,6.828712071641684,3.871201010907891,39.0015600624025,0.0,47.7825,65.363
stocks.csv,Good,190918,9,27,0.0,,1718262,0.0,19091.8,12.15960453331018,2.302585092994046,0.14068508425473378,0.0,0.0,24.65
Student data 4.csv,Good,136,7,0,0.0,,952,0.0,17.0,4.919980925828125,2.0794415416798357,0.0,0.0,0.0,12.5
Student Stress Factors (2).csv,Good,520,6,10,0.0,,3120,0.0,74.28571428571429,6.255750041753367,1.9459101490553132,6.578947368421052,0.0,0.0,17.0
student-mat.csv,Bad,395,33,52,0.0,0.884,13035,0.0,11.617647058823529,5.981414211254481,3.5263605246161616,37.27598566308244,45.968,0.0,45.5
student_exam_scores.csv,Good,200,6,0,0.0,,1200,0.0,28.571428571428573,5.303304908059076,1.9459101490553132,0.0,0.0,0.0,12.5
student_lifestyle_dataset.csv,Good,2000,8,10,0.0,,16000,0.0,222.22222222222223,7.601402334583733,2.1972245773362196,3.3333333333333335,0.0,0.0,17.0
StudentPerformanceFactors.csv,Good,6607,20,16,1.36,,132140,0.013600000000000001,314.6190476190476,8.796036315200814,3.044522437723423,2.1033258840541604,0.0,0.21760000000000002,20.108
StudentsPerformance.csv,Good,1000,8,10,0.0,,8000,0.0,111.11111111111111,6.90875477931522,2.1972245773362196,5.0,0.0,0.0,17.0
SuperMarket Analysis.csv,Good,1000,17,15,0.0,,17000,0.0,55.55555555555556,6.90875477931522,2.8903717578961645,7.5,0.0,0.0,19.25
survey_results_schema.csv,Good,78,6,10,14.1,,468,0.141,11.142857142857142,4.3694478524670215,1.9459101490553132,9.276437847866418,0.0,1.41,21.23
test.csv,Good,1000,21,16,0.0,,21000,0.0,45.45454545454545,6.90875477931522,3.091042453358316,8.0,0.0,0.0,19.7
timesData.csv,Bad,2603,14,26,8.95,,36442,0.0895,173.53333333333333,7.86480400332846,2.70805020110221,7.216208714959755,0.0,2.327,26.885
